N,P,K,temperature,humidity,ph,rainfall,label
141,59,51,44.583154789759796,90.72212027695079,7.2692336916772335,471.005170713332,Onion
117,46,22,15.14086732750357,45.190205810433795,6.884328496937088,68.75926502322078,Sugarcane
92,75,45,20.088740616441154,65.0575338851155,5.557377347078917,94.1086054384867,Onion
65,78,34,30.500578172547534,92.36374425890878,8.18082883108156,410.83574135120466,Soybean
70,94,48,28.543415947362107,47.25111810903482,6.096323623276309,476.41727621631804,Sugarcane
102,74,26,42.87918224051346,51.98442499877472,5.6706803633849825,250.1159174886914,Wheat
51,71,66,24.10865589799881,88.31286953176274,8.072642382001003,756.8275579884202,Maize (Corn)
58,37,34,36.53326192982913,80.23485889486348,6.2830991497787,77.43243201690608,Rice
39,93,61,30.244780669811252,40.24187180861047,5.187785047439722,903.3825761991123,Wheat
108,40,73,39.1295775369396,89.50356220349495,5.261823669146801,948.1359857432146,Soybean
123,31,21,39.30388286497572,70.05851744491372,6.660913889920904,184.48292588072408,Maize (Corn)
125,97,71,35.15336034631564,51.5471122089724,8.08468267548471,935.1045232367882,Onion
130,70,67,38.34330527957161,81.48318945762198,5.346026855757743,840.1307392624357,Sugarcane
73,54,23,43.56272312844571,62.1686322567819,8.245001952367787,447.8885353315606,Maize (Corn)
143,98,55,20.432896117555323,38.65068555006104,7.5305193273857665,545.4573623408883,Sugarcane
20,28,25,38.6315782215419,61.49186171983085,7.975177564249945,1106.301429836869,Wheat
22,96,21,39.360155824546844,46.48476835724847,8.199375702588883,738.6322292257428,Sugarcane
100,59,35,28.389319449376906,85.42734545552295,6.086160088430089,591.2076084765179,Cotton
25,69,64,17.891682185139366,56.037524372799226,5.859601124301732,810.6885315329432,Maize (Corn)
73,29,38,39.46003966287188,55.4415275300469,6.01985273743473,612.3271656085332,Cotton
65,38,48,15.918679471371979,41.73895118725308,6.613005040198223,410.47397816904356,Sugarcane
47,60,68,18.38807071661946,49.74399732406427,7.398854943858895,257.6258349823654,Rice
123,44,35,18.149031736930716,76.71259641493727,6.799841420534831,327.9679855689538,Soybean
38,40,62,23.549237173772617,87.16739890348441,8.386980782644427,929.2535716332038,Soybean
35,66,21,31.87441063361439,85.22461899304892,6.8254869757952426,497.0786503806762,Soybean
85,82,39,23.399246854198086,50.346691235400364,5.121288122299267,756.4841610235368,Soybean
59,64,39,18.417237942881933,71.66580638743618,8.008131902634686,334.5522884435434,Onion
55,53,66,15.866530760478133,77.29549423788626,7.157625520498742,1114.1604111601084,Wheat
66,58,79,15.73624037948875,66.62070614411834,6.216772028744142,798.215613414416,Maize (Corn)
97,53,37,17.698717535285777,62.470871180733766,5.790480176246731,1170.7438535226856,Wheat
79,38,40,21.089118362603315,71.27505514866863,8.224159752473053,580.6947978667985,Cotton
85,89,37,24.207492029869,79.059092777487,7.893953108790826,465.91597571064995,Maize (Corn)
57,99,48,35.12466142930383,49.88861288813112,7.858500732153686,602.9177246770246,Soybean
109,33,26,19.024308913810806,57.025274166313736,8.39545204567479,185.21932736461088,Maize (Corn)
133,73,75,33.75409229955237,32.9886321169354,5.61440437160015,225.63188733610164,Cotton
115,50,45,22.37310512519391,30.639798525606587,6.909769094102012,345.3805003183756,Maize (Corn)
104,59,78,36.99731255257164,85.1073398697427,6.672949557806322,775.6125059173405,Maize (Corn)
25,45,63,27.70638204798459,43.553454752417736,8.11779595602045,954.5911248647881,Onion
51,59,56,23.269237207322604,44.86263798868295,7.646144494764577,914.3729966295114,Maize (Corn)
41,30,34,37.56769301668824,83.90653004912299,5.246205789068625,738.0845018821847,Onion
64,26,56,43.00023292459229,47.34858868607216,5.066901194807776,168.5400145433536,Cotton
50,37,49,33.429979838297776,62.16232971298325,7.064713790181555,131.3887502583996,Sugarcane
85,62,34,25.99435425782808,61.91385604562197,7.226842765969715,560.1741458283674,Cotton
134,67,20,23.944811416742752,40.48093167171136,6.4149330130206,868.6523005022426,Soybean
149,59,46,16.538964492760734,73.75328196923671,7.466681205167637,941.7127148295989,Cotton
69,38,56,41.90518307393445,93.01565419087953,6.708894629553119,1038.3194954362066,Rice
101,33,78,37.74862253112512,37.28637383289224,7.456458407409999,535.834163835065,Cotton
26,63,69,39.90543971588842,74.03783027133122,7.505630024333735,259.56893681413635,Wheat
49,65,34,30.752093078869223,90.98128230472511,6.357812661325673,979.7787454074651,Maize (Corn)
67,54,25,35.117427108636704,64.2542784987303,7.547036488284174,314.83766660924294,Cotton
20,96,63,39.642960975112885,49.245375846875376,7.534556293210635,777.4431104387388,Wheat
43,37,59,27.2112152791061,70.72190208166532,5.8482797017991555,1115.642378481191,Soybean
128,54,64,18.58818225992723,34.00725236656096,6.679853352401125,628.0614052331582,Maize (Corn)
102,28,58,25.36539373960749,33.23112228745715,6.295429984636005,413.10341959400193,Rice
117,79,72,18.429616060784557,62.62297447708136,7.783668863679384,491.0948163573478,Sugarcane
105,32,49,34.337899628077516,45.925205462979136,6.122822702074913,256.9471084516132,Maize (Corn)
84,43,40,36.46757056229879,77.03437823948543,7.78073153894317,701.5276937340676,Rice
36,82,61,24.78665574074198,83.39759413641285,5.7444545093716775,969.5240995200738,Onion
31,93,26,32.34681221386535,83.55791423228587,7.846116748935659,345.11000407910683,Soybean
140,38,62,44.47941877623337,82.97551400485405,6.769317383262439,447.54956955229613,Sugarcane
123,22,73,22.39096143907154,53.19989010885783,7.293822514858255,939.6849952938665,Sugarcane
27,67,30,36.28658805484891,33.1004952909516,7.92863090681886,166.48964022620612,Onion
128,99,48,44.03171156571476,53.32449677449149,7.713897379365779,551.0876038584149,Wheat
29,50,24,34.4972534271595,33.331504134355534,8.32158600082029,1055.9556136336887,Rice
70,58,74,38.632976276434306,53.51213862106236,5.2320035519845955,949.9915297873401,Onion
54,63,77,35.9598368203978,37.1758167468477,7.165160397451359,1190.0909752219072,Wheat
118,98,29,39.54556647896872,36.65551222447993,6.61116466720246,903.178819000542,Maize (Corn)
98,74,27,35.28744617980962,52.22419901005047,5.89979266007034,228.82594573875613,Wheat
104,36,54,29.83730446517957,33.84299068827742,8.190290178466526,612.2841032222244,Maize (Corn)
110,84,57,35.7333774130002,74.23812893905881,6.771712928708775,142.43775195969613,Rice
38,49,75,15.79706073109642,31.15731027709743,5.548722651522608,194.22280385050982,Wheat
149,67,50,16.03308311369315,59.56641862010853,6.556328578283239,887.226516043925,Onion
95,90,29,33.265992861528446,50.507098026285945,6.3775469125102795,440.0433073612468,Onion
67,92,31,42.461002033917936,82.95385917159882,8.440052269037231,507.7839775049293,Rice
101,47,28,32.571315550738476,52.008611529211294,5.084757475101139,68.88659667546018,Sugarcane
66,47,44,15.909778353909886,92.4575335214983,5.294683306113731,809.214670884775,Cotton
85,29,45,25.66711368089387,89.2937131345214,6.907728267104901,125.06918520023272,Onion
58,95,39,26.86722206654742,57.155730119908704,7.819576053686273,277.9762110067429,Soybean
141,71,44,21.192934362505433,66.28655652974098,7.438862397155107,157.37962346520965,Wheat
39,26,71,34.84313075551167,87.2554627534518,6.2185438631014085,270.9720503364365,Sugarcane
112,79,79,24.664930795920032,55.149726457903185,7.441489928793144,609.0321994989389,Wheat
80,91,27,28.768339577431057,88.40989208714865,6.466995945358105,205.91454110724308,Rice
66,75,57,29.189177418314223,80.7504480917882,6.401169992261067,566.4565941758957,Wheat
86,69,41,37.900166316476934,93.25184936476576,5.793326890374927,175.74363736884607,Wheat
56,39,32,30.422528806513377,57.13662580253981,5.509618214448431,864.8289983464791,Cotton
95,41,23,42.897146012102866,33.86738452371202,7.451046025990978,285.2365759995561,Sugarcane
130,21,52,20.341664551451103,72.94320551837484,8.17368434986067,193.58462095325658,Sugarcane
126,50,52,17.45393031279933,74.19287099354884,7.8258962837330355,934.4168124517976,Cotton
24,99,22,33.82067424882287,55.9475122067639,7.080567159170931,1092.122150527598,Soybean
26,71,57,26.26210210978558,65.4875039162691,5.370431675597356,813.0638762256763,Cotton
140,62,69,36.56700019053629,76.77472189972505,7.94945512082386,490.4921265190313,Maize (Corn)
102,73,79,24.797002135481563,63.250288537628904,7.686431983750982,834.6129458464205,Onion
111,49,34,21.777305521233824,77.40267149801431,7.573053376960327,926.4995473639061,Soybean
131,72,46,29.944150596076426,55.53422225780588,5.917818578157811,882.2447870204282,Cotton
88,49,44,27.291548920684306,41.01324110269545,6.591114062977095,1121.9696139562636,Onion
146,46,42,34.296325852559214,77.14013924225807,6.52018839712574,503.4023416363443,Wheat
145,35,60,16.25951402055664,68.5221692348309,5.635161399224728,459.17870174494567,Maize (Corn)
40,59,37,34.7642550342717,81.5820471981616,7.256336148686729,609.3383815155566,Soybean
144,31,47,29.672586600616693,61.084324844146124,7.561593291115734,81.58304293006778,Maize (Corn)
53,96,55,44.98103944903215,74.37064362076804,8.466944863854597,138.1672914891321,Soybean
68,38,28,44.4645064389287,41.60119066930744,6.28711857122991,793.5376519240971,Rice
96,99,50,33.11407004533248,69.96092419906107,6.744737672290495,1118.642777841465,Onion
83,80,60,38.410191777754,31.027744655305572,7.383551129114853,1091.9923438078313,Onion
42,43,34,21.582863654488296,38.4772470093313,6.77258616643352,250.98277493674743,Onion
124,31,53,28.84345869254465,62.488768479477706,6.828807018042357,437.6822376254314,Maize (Corn)
85,58,39,28.810719183645446,34.16316108696828,6.344028680197283,567.0632301275252,Maize (Corn)
117,27,27,33.228194051375155,44.5015641977657,7.313214940312124,786.450585692078,Cotton
97,85,35,17.35030729723241,58.6337302981198,7.587883955196564,327.3696786158645,Wheat
82,80,39,24.938662928199346,49.600237797102345,8.23263834372757,259.1238916325491,Cotton
52,25,35,38.53184880079018,84.96422239059767,7.772679601775426,1023.8215084034231,Sugarcane
124,74,44,23.68951364639403,56.084862871257755,8.034033910322592,157.13693951758466,Sugarcane
84,44,64,18.190267336047686,50.02893644784769,8.180433333255364,744.5792326744197,Sugarcane
46,31,35,39.979976196011684,82.45543600455142,5.811220207728838,578.4727569943825,Wheat
50,79,26,28.737121714345125,75.3706892305105,5.102351015591091,779.9015473305832,Rice
81,97,73,15.201950244405303,43.19148622681872,8.214544118624172,598.8248730480266,Soybean
37,29,24,24.67226237048434,88.37398526077631,6.179495220664714,801.0941559539065,Rice
83,96,71,23.823713867243548,93.30163087825028,5.586972421008963,325.1881667088946,Soybean
129,42,62,25.999553307666968,77.46525829937431,5.028284787059721,434.98776993567634,Rice
43,95,57,34.272810783774595,31.830411706238106,8.08614236556091,718.5000160850224,Onion
71,80,64,44.890314317792324,69.57344597819886,5.623550196922998,966.7010060635148,Rice
57,82,21,41.80491872795176,52.31581570396605,7.262006687036376,850.6055637322582,Onion
70,24,51,22.945021925821138,90.59532561338503,8.362675013593837,237.33110496598616,Maize (Corn)
27,73,66,38.04606919423368,80.50476750252342,7.044068128175736,985.3973407900579,Sugarcane
77,51,39,28.47887003255657,61.54320568528716,6.1937290597586045,498.44961573509835,Cotton
41,78,21,40.10797319117558,90.0436587016859,5.720286036956481,451.73812224534345,Cotton
119,31,75,19.81018784827587,58.05517333630821,6.919948753352626,435.42852969687374,Rice
105,69,54,32.44171877360808,58.19856367439735,7.050349240741385,614.0500850227129,Sugarcane
137,78,31,40.98862291924199,80.64749056217002,7.235944718024644,528.0137165002507,Maize (Corn)
37,45,64,20.52948657789485,32.788361090445434,7.498329764775194,436.3113935779691,Soybean
104,20,45,34.09137876388153,73.30187900826391,7.443648395129741,657.2925495184934,Cotton
73,24,65,27.45343033850348,32.98371892588602,7.17341614414619,149.5954559444391,Cotton
136,36,34,27.994108852226276,57.8205480014027,6.628840147040139,290.87512759616925,Sugarcane
84,33,26,32.26322122154507,74.29765720752835,7.955998080622414,891.3311828731382,Cotton
68,58,76,44.870181211857705,82.6686778317548,5.132466690100874,705.6651115906965,Sugarcane
98,45,72,32.39857875880881,57.76833131222189,8.34291162950419,399.79458179695126,Rice
54,31,25,24.976969441284197,54.50628395989075,7.092530133295584,556.4442788130197,Cotton
91,34,74,25.669328458528035,84.58981704590943,6.912214645566389,577.6448397175596,Soybean
144,91,50,28.06332083473287,31.28339348292788,7.25548004254566,1026.5894623182173,Cotton
124,64,38,39.23389971652641,76.7705979507073,6.811564125144808,540.2104801202022,Soybean
33,86,31,27.829441310788734,45.90368079845242,8.311363941915978,690.5519888348819,Cotton
119,50,66,25.33178169997644,51.95883422672651,7.106417171704999,60.14486918893758,Maize (Corn)
149,71,50,37.29040630369366,80.00389648278434,8.117019271874868,318.0606745874073,Rice
89,62,42,19.788688674908236,40.39098197245098,7.626563239465272,1068.3226420702968,Cotton
142,74,62,39.31251162922417,39.177449899667295,5.062983845793936,77.19186087983289,Soybean
39,60,30,18.310873888952646,69.86508509383856,7.251353834254254,983.0454616636958,Sugarcane
64,51,64,39.563319012565145,55.41101439733177,5.303075447642856,802.6591549911658,Onion
118,22,43,19.176858195397273,40.390942404506646,6.766583522250112,751.0404241375911,Rice
104,23,77,17.624962971101322,86.64372918252495,7.63389743727478,1154.8950586002709,Wheat
48,91,28,24.91028600772473,51.84388048764716,7.838224646388788,781.9603779762234,Rice
141,51,74,21.382854359729926,74.58328495267598,7.007530477016251,582.5515297250172,Onion
36,95,23,38.39235921376958,58.23649900690896,6.23761536616065,985.7221834365583,Onion
72,41,34,39.466582499747815,72.79382499670794,5.966407072448629,530.5495964035197,Soybean
78,29,40,22.913860401401866,71.51896748710367,7.3246353875929655,615.3034238710139,Wheat
45,33,71,18.883416111580505,79.14370341811454,8.286218286826369,182.55328294060232,Onion
73,71,64,38.25607981958298,80.6760433246726,6.1901024988288045,364.4593393465326,Soybean
137,20,43,17.329254977230345,66.32593675917431,7.184201209375745,558.6055157687308,Maize (Corn)
92,37,49,37.119306564597025,74.09731041169348,5.37512417527907,1025.1265517737847,Sugarcane
113,91,70,35.92192055119287,56.43601648228527,7.090697705482619,603.8423598578919,Rice
25,52,73,30.37973546678596,39.25500169475656,6.014204308707825,282.0092394286073,Wheat
111,20,34,39.67855816039197,93.61031620815825,7.3950084363974256,1126.067385708883,Soybean
60,28,26,24.183518769797196,45.81115803901666,6.402634207358977,873.8578871247781,Cotton
131,24,48,31.744388162082075,36.6387704457199,7.162767475954492,1144.844551517997,Wheat
122,32,23,31.082860227247778,80.57252782645875,7.598145431296123,541.1349712952934,Maize (Corn)
142,98,76,21.232304114480094,35.62137984745952,6.811411785384001,66.00006825463242,Sugarcane
62,63,20,33.60816715214662,69.82931366660138,5.690170997342259,560.1280062407699,Maize (Corn)
95,83,29,34.9967467192548,83.42853886293885,6.437171411352345,1199.1672614678519,Rice
131,49,78,41.66922603215512,70.29550687922253,6.988230321081778,346.02199253300313,Maize (Corn)
90,70,42,18.33411502997917,35.68769770162931,6.650355760862861,553.8935821206837,Sugarcane
44,71,76,28.66002810333064,62.15730582497082,7.625903976753081,85.68709534600981,Maize (Corn)
136,40,31,31.5236776626352,61.9233335889044,7.930791818323524,82.8999456170319,Onion
120,46,64,31.84786580746805,52.67138385115753,7.602644994122195,929.9730099540399,Onion
35,67,55,23.310105747890894,36.22319653058814,7.6618276670110745,516.2288161922997,Soybean
28,35,46,34.02522505148184,71.92376525921583,6.498686091454683,499.6712985637863,Cotton
145,53,29,24.688759873193646,87.47838030433587,6.080443534722834,572.6114946895491,Onion
88,97,64,28.479161824521995,92.73324866698039,5.125386696967111,579.3601154075247,Sugarcane
87,71,66,18.866431899226992,79.81451565522116,7.91031480047421,149.3539476200702,Onion
136,66,77,28.18937550559711,71.57164653680543,5.805192068522359,994.8359468893756,Wheat
59,61,46,17.12007363017998,66.23819270016064,7.138886825877744,546.5890106344993,Sugarcane
46,77,37,33.54184958852734,74.96851394796731,7.984912698395471,953.0220717892271,Soybean
28,78,46,21.615782786128396,75.0837414286994,6.975316663494091,197.59370308527429,Maize (Corn)
99,82,76,24.771527019591318,73.93736264628005,7.2819838904603,268.3217806748904,Sugarcane
21,43,70,28.099579652476315,56.55019985886325,8.251857763055751,1118.9151070373732,Sugarcane
70,49,20,35.47549044425567,32.46264061709109,5.311817081429529,237.90347529897406,Onion
55,89,70,34.79577229314002,88.20988161698101,5.641372185013182,633.6409156049317,Maize (Corn)
88,23,50,39.406072880314866,69.32577100342726,6.299677293633884,182.77784261480193,Onion
45,40,59,22.971478789927318,74.31619139815939,5.099965054389035,475.02207033965647,Cotton
88,92,57,28.72340040545976,88.75728532671619,7.420825407718246,115.91494597838516,Sugarcane
127,88,31,21.22998481698373,46.84660123979153,7.8807263040084745,441.42434954993047,Maize (Corn)
118,84,27,17.348374921537555,83.33634250204696,8.1989772860996,449.3864278932922,Sugarcane
33,45,21,26.73566485998943,86.11051780601315,6.4551387578373145,916.003220141097,Sugarcane
83,51,25,21.011728628367372,74.28335085129831,6.991044252081464,685.9273734078366,Cotton
26,62,71,41.00278525036018,49.2912306455023,7.33929037080294,157.70943746310945,Onion
124,97,51,25.62344055936631,62.93307061253527,5.827480846095408,936.7329224052215,Sugarcane
36,36,63,28.640357517291193,87.5132537057003,6.476979658474002,1189.6194831343178,Cotton
108,32,41,43.724681593264464,91.46138354693849,6.561003182304033,771.7409492781707,Cotton
113,58,21,40.3921561907308,38.35971442051686,6.259936340627592,745.5255961957378,Sugarcane
123,46,50,21.675547732578725,61.92151632744407,5.0987815914631,1172.9520779104569,Sugarcane
103,80,45,35.87923534639242,50.46297863233929,5.672346570811686,161.315117565303,Wheat
40,90,31,37.46853546495727,58.59578512493712,7.7582901892250105,467.63914229869476,Onion
142,67,56,15.113826085951322,73.88886102398183,7.373825665254611,929.8472766756147,Soybean
50,44,33,36.87597334882993,48.49799516946743,6.046953412686217,136.74799557758226,Rice
91,79,37,43.578197990376275,89.67719643834775,7.608206775928306,985.8888055873074,Rice
131,43,48,39.12020161247912,35.21132025730265,5.521861526647041,215.1136958802402,Cotton
23,23,43,31.221020474963186,94.26139609996947,5.205692466305976,200.9874790435094,Sugarcane
35,41,21,17.55270555234124,38.85540226644822,5.199110402656625,517.9575542110397,Soybean
100,35,69,23.398084038571543,52.5899617446657,6.430532457647556,507.5816920665423,Maize (Corn)
112,82,31,16.264244438620004,60.928930972369486,7.9007251763766355,165.10192277306137,Maize (Corn)
75,76,33,16.098188621192417,54.61707047058955,7.415067641755786,96.95609124851771,Sugarcane
71,82,31,16.703007163411716,93.82846643983277,8.26462258813629,392.5578806127791,Cotton
76,31,48,40.00013687383187,46.36107828231499,5.112363397652768,1078.1247405944212,Soybean
59,65,21,15.756686648756427,68.7634714588338,8.349586173310492,1061.6324361135428,Soybean
148,92,48,19.33874916834493,47.199319154456234,6.5371440558388585,773.2320485835238,Soybean
58,29,49,35.644988819809726,59.618127235391235,6.185485249915109,543.3036374729747,Soybean
109,21,53,19.282038571360534,31.060478399547605,5.205119490445859,118.6296827017017,Onion
87,63,31,42.5293437610895,87.06929119841143,6.082523649091625,286.202341512168,Soybean
109,37,53,27.452328841603308,70.4862043025978,6.847468700294039,549.3282166705474,Soybean
82,42,56,34.455254936008686,41.620740036421495,5.279665357978009,1178.7318037682405,Maize (Corn)
135,74,79,28.59078900837855,50.82961866909129,5.4372067576182,891.1808370950297,Soybean
83,46,27,25.934553872705223,42.82386704288055,8.044450246850166,839.5132354106134,Sugarcane
106,41,52,29.084245977158368,83.71395168568947,7.6654684868731,462.55534557996623,Soybean
136,59,76,31.246480284869406,67.63324555030457,8.023979826912603,223.5234303333439,Onion
42,92,31,38.438490549063886,49.09738117955588,8.203627401410245,401.1157162597284,Rice
35,44,79,20.943124553259125,37.005874508948104,5.096099443438053,134.72242152638654,Rice
117,27,43,36.1118044875972,81.97297835448815,8.159971366551156,445.86474325505856,Wheat
142,63,44,33.458952449921924,76.60887422762947,8.361164328007101,1069.1799029917793,Wheat
126,54,21,32.729790549960725,30.92314987833168,6.611924331828549,682.2221602189787,Onion
48,64,59,22.154963479419116,53.05560402947552,7.428394713868103,1195.1789051144947,Rice
120,27,53,25.687774929701668,72.28672645752812,5.03208428198944,338.0645787294024,Rice
136,70,65,41.80867404403883,30.171145943508556,7.657605857442285,587.9700624541766,Cotton
73,42,46,26.606548793401416,82.41524679581357,5.988686665123936,94.66711732159249,Cotton
122,40,51,38.152595843853135,67.1323204522457,5.007776225953145,462.0232985596364,Wheat
114,88,29,36.39353793669355,79.41899943936892,6.706703329182413,118.16867040816089,Wheat
23,57,43,39.13277702981917,77.86124681336427,6.041810319382359,1050.2884527672668,Soybean
114,44,74,23.971488070253763,94.9381412454259,5.518140209551226,136.76442321060648,Rice
99,57,34,22.032756419452717,34.544688156034,5.228622444220667,664.0850382542969,Onion
53,80,48,31.549334182759022,93.75432013675092,7.509825670673486,468.8062427007485,Soybean
125,58,26,22.105986828030293,93.56236238709496,5.630037142382771,631.1849391789565,Soybean
58,26,49,33.0908893681713,52.42274121187007,5.93610579971455,882.1351773827963,Cotton
77,39,77,19.550152626414285,87.85290017963698,6.1152133060479095,498.24963885762804,Cotton
39,88,75,34.541399853983634,76.49133498648371,7.607029228918419,750.7266868999781,Onion
55,89,77,34.27958287952231,86.85592193351792,7.343716172697327,178.2896088822377,Onion
105,94,72,41.496697451518514,42.74562743586214,6.859948736759293,345.1557613357855,Maize (Corn)
71,85,75,43.57011981160772,67.02531305094612,6.507088412518124,304.4576943272354,Soybean
98,27,54,27.2210725482532,68.25275186524357,7.334483685300447,755.6702469671076,Rice
65,79,45,32.170655393636686,57.870408291345996,5.930271421056078,1078.0452054895716,Maize (Corn)
32,50,38,16.94406006307473,70.3821277601989,7.497501281242891,972.8102289703502,Wheat
45,46,48,23.619262086361758,86.33213597039381,5.577239990758524,921.3177732363005,Sugarcane
117,85,29,21.352619211646697,72.95223135558876,7.259605723897307,884.9984757822407,Cotton
132,69,75,24.15933746534143,46.619103649516575,5.377121238233914,619.6820396147988,Onion
99,91,51,26.597229626806808,58.18399632206825,6.679607004337912,372.3230523256203,Wheat
101,70,42,15.271241786213974,59.3738581202953,6.625707837147833,860.0019663990606,Onion
64,39,55,28.26384202014391,68.28611887126473,5.700481618221974,879.7848063246729,Cotton
61,35,46,19.379252040373743,81.94591252430364,6.323306187721367,547.6511956143077,Maize (Corn)
139,57,48,37.293145542720566,50.970242474640145,7.299645693298073,356.2409907858953,Sugarcane
59,36,26,42.31530375481726,34.59410894079439,5.495794565189101,945.185885678854,Onion
21,93,68,43.69643587267798,88.61942573905735,7.414499982640117,923.7650066550195,Soybean
113,79,58,39.71055471196654,55.01186216876516,8.061169006075726,595.5577826063359,Onion
69,34,67,15.711342823596294,70.69951946198094,5.818879884485575,893.8739202493146,Rice
58,98,39,36.194955996145595,82.15598710516394,8.191101489381271,605.6540322370155,Maize (Corn)
76,97,67,27.84026932091573,75.51109137693057,8.078198575694396,513.7663206357514,Rice
46,74,37,38.059481427959454,90.9908832996008,7.679082409166619,693.3240222022874,Cotton
62,42,64,33.67836060469163,34.56532472902758,5.271420397251505,723.354756001852,Wheat
35,21,21,28.44079345383128,65.15675270237729,8.026153167051946,934.8434272895499,Rice
75,53,29,39.493860538806345,82.87039963463806,7.0648025892706166,877.8227415465594,Maize (Corn)
129,87,51,40.47415969189274,68.06849766732806,7.226962557472488,385.07658236565766,Soybean
114,41,61,17.21612040611624,63.83846651894652,8.039029147249988,1073.4894723078746,Cotton
141,29,27,33.411551464326195,30.950014993062773,7.926049065400922,359.29036965249475,Soybean
138,21,32,17.673406040825256,40.769808737786676,8.243389454712887,904.730047226666,Cotton
134,68,40,21.775501114173828,89.8393561832708,7.592510139454713,138.65618859178574,Rice
101,45,46,28.13254079623481,33.21415828109565,7.136915731372046,483.23788414726835,Soybean
39,43,75,30.161396941609357,42.56924644590757,6.703453110987564,1002.5177593703149,Soybean
108,79,48,16.251744419844755,67.2149559812863,6.493752218276679,1128.9935879685504,Soybean
42,76,46,19.44020877741579,83.68323807374077,8.278006249338905,1091.7455596510003,Cotton
112,25,60,33.12739108112857,69.28944677390997,8.13500555148219,942.07681524364,Sugarcane
54,28,38,25.300705246277126,44.24937513465739,7.21791730893945,519.7078541660512,Sugarcane
